PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupSize,IsAlone,TotalSpend,HasAnySpending,CabinDeck,CabinNum,CabinSide,SpendPerPerson,SpendingDiversity,MaxSpendCategory,SpendingVariance,log_RoomService,log_FoodCourt,log_ShoppingMall,log_Spa,log_VRDeck,log_TotalSpend,AgeGroup,IsMinor,IsElderly,AgeDeviation,IsOldestInGroup,IsYoungestInGroup,CabinRegion,DeckSide,Journey,CryoSpend,VIPSpend,CryoAge,VIPAge,AloneSpend,HomePlanet_freq,Destination_freq,CabinDeck_freq,CabinSide_freq,MaxSpendCategory_freq,Journey_freq,HomePlanet_target_encoded,Destination_target_encoded,CabinDeck_target_encoded,MaxSpendCategory_target_encoded,Age_squared,TotalSpend_squared,GroupSize_squared,AgeGroupSizeRatio,SpendAgeRatio,Age_was_missing,Cabin_was_missing,HomePlanet_was_missing,Destination_was_missing,CryoSleep_was_missing,VIP_was_missing,RoomService_was_missing,FoodCourt_was_missing,ShoppingMall_was_missing,Spa_was_missing,VRDeck_was_missing
0008_03,0,0,2,45.0,0,39.0,7295.0,589.0,110.0,124.0,1.0,3,0,8157.0,1,0,1.0,0,2719.0,5,2,10071403.3,3.6888794541139363,8.895081531754167,6.380122536899765,4.709530201312334,4.8283137373023015,9.006754319877503,0,0,0,14.0,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.2415574402467232,0.20362374710871242,0.09406322282189669,0.4858905165767155,0.12814186584425596,0.10100231303006939,0.6581206146903298,0.6094122851116,0.7259249835905833,0.5851385071382942,2025.0,66536649.0,9,11.25,177.32608695652175,0,0,0,0,0,0,0,0,0,0,0
0009_01,2,0,0,32.0,0,73.0,0.0,1123.0,0.0,113.0,1.0,1,1,1309.0,1,1,1.0,0,1309.0,3,3,234132.7,4.30406509320417,0.0,7.024649030453636,0.0,4.736198448394496,7.177782416195197,3,0,0,0.0,1,1,0,3,4,0.0,0.0,0.0,0.0,1309.0,0.2069390902081727,0.70508866615266,0.3393986121819584,0.4858905165767155,0.1056283731688512,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4392551587098093,0.511690928021182,1024.0,1713481.0,1,16.0,39.666666666666664,0,0,0,0,0,0,0,0,0,0,0
0010_01,1,0,0,48.0,0,719.0,1.0,65.0,0.0,24.0,0.0,1,1,809.0,1,3,1.0,1,809.0,4,0,97716.70000000001,6.579251212010101,0.6931471805599453,4.189654742026425,0.0,3.2188758248682006,6.697034247666484,0,0,0,0.0,1,1,0,4,1,0.0,0.0,0.0,0.0,809.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.5141094834232846,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.6322105754216758,2304.0,654481.0,1,24.0,16.510204081632654,0,0,0,0,0,0,0,0,0,0,0
0011_01,1,0,0,28.0,0,8.0,974.0,12.0,2.0,7.0,1.0,1,1,1003.0,1,1,2.0,0,1003.0,5,2,186933.79999999996,2.1972245773362196,6.882437470997847,2.5649493574615367,1.0986122886681098,2.0794415416798357,6.911747300251674,3,0,0,0.0,1,1,0,3,1,0.0,0.0,0.0,0.0,1003.0,0.5515034695451041,0.70508866615266,0.3393986121819584,0.4858905165767155,0.12814186584425596,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.4392551587098093,0.5851385071382942,784.0,1006009.0,1,14.0,34.58620689655172,0,0,0,0,0,0,0,0,0,0,0
0012_01,1,0,0,31.0,0,32.0,0.0,876.0,0.0,0.0,0.0,1,1,908.0,1,1,926.0,1,908.0,2,3,150876.8,3.4965075614664802,0.0,6.776506992372183,0.0,0.0,6.812345094177479,3,0,0,0.0,1,1,4,1,1,0.0,0.0,0.0,0.0,908.0,0.5515034695451041,0.70508866615266,0.3393986121819584,0.5141094834232846,0.1056283731688512,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.4392551587098093,0.511690928021182,961.0,824464.0,1,15.5,28.375,0,1,0,0,0,0,0,0,0,0,0
0014_01,2,0,2,27.0,0,1286.0,122.0,0.0,0.0,0.0,0.0,1,1,1408.0,1,1,3.0,0,1408.0,2,0,318046.80000000005,7.160069207596127,4.812184355372417,0.0,0.0,0.0,7.25063551189868,3,0,0,0.0,1,1,0,3,5,0.0,0.0,0.0,0.0,1408.0,0.2069390902081727,0.20362374710871242,0.3393986121819584,0.4858905165767155,0.5533538936006168,0.02266769468003084,0.522914774478234,0.6094122851116,0.4392551587098093,0.6322105754216758,729.0,1982464.0,1,13.5,50.285714285714285,0,0,0,0,0,0,0,0,1,0,0
0015_01,1,0,2,24.0,0,0.0,1.0,0.0,0.0,637.0,0.0,1,1,638.0,1,1,4.0,0,638.0,2,4,81090.29999999999,0.0,0.6931471805599453,0.0,0.0,6.45833828334479,6.459904454377535,1,0,0,0.0,1,1,0,3,6,0.0,0.0,0.0,0.0,638.0,0.5515034695451041,0.20362374710871242,0.3393986121819584,0.4858905165767155,0.10292983808789515,0.07995373939861218,0.4278072379081645,0.6094122851116,0.4392551587098093,0.12907256513014,576.0,407044.0,1,12.0,25.52,0,0,0,0,0,0,0,0,0,0,0
0016_01,2,1,0,45.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0,1,5.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,1,0,3,4,0.0,0.0,45.0,0.0,0.0,0.2069390902081727,0.70508866615266,0.3393986121819584,0.4858905165767155,0.5533538936006168,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4392551587098093,0.6322105754216758,2025.0,0.0,1,22.5,0.0,0,0,0,0,0,0,0,0,0,0,0
0017_01,1,0,0,7.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,0.0,0,3,754.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,0,0,3,5,1,0.0,0.0,0.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.4858905165767155,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.6322105754216758,49.0,0.0,4,2.3333333333333335,0.0,0,0,0,0,0,0,0,0,0,0,0
0017_02,1,0,2,14.0,0,412.0,0.0,1.0,0.0,679.0,0.0,2,0,1092.0,1,1,6.0,0,546.0,3,4,98073.3,6.023447592961033,0.0,0.6931471805599453,0.0,6.522092798170152,6.996681488176539,4,1,0,7.0,1,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.5515034695451041,0.20362374710871242,0.3393986121819584,0.4858905165767155,0.10292983808789515,0.07995373939861218,0.4278072379081645,0.6094122851116,0.4392551587098093,0.12907256513014,196.0,1192464.0,4,4.666666666666667,72.8,0,0,0,0,0,0,0,0,0,0,0
0020_01,1,1,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0,4,301.5,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,15.170000000000002,0,1,1,6,1,0.0,0.0,1.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.1063993831919815,0.5141094834232846,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.3640695948559002,0.6322105754216758,1.0,0.0,36,0.14285714285714285,0.0,0,0,0,0,0,0,0,0,0,0,0
0020_02,1,1,2,49.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0,4,301.5,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,32.83,1,0,1,6,6,0.0,0.0,49.0,0.0,0.0,0.5515034695451041,0.20362374710871242,0.1063993831919815,0.5141094834232846,0.5533538936006168,0.07995373939861218,0.4278072379081645,0.6094122851116,0.3640695948559002,0.6322105754216758,2401.0,0.0,36,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0020_03,1,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0,4,301.5,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,12.829999999999998,0,0,1,6,6,0.0,0.0,29.0,0.0,0.0,0.5515034695451041,0.20362374710871242,0.1063993831919815,0.5141094834232846,0.5533538936006168,0.07995373939861218,0.4278072379081645,0.6094122851116,0.3640695948559002,0.6322105754216758,841.0,0.0,36,4.142857142857143,0.0,0,0,0,0,0,0,0,0,1,0,0
0020_04,1,0,0,10.0,0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,0.0,0,4,301.5,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,6.170000000000002,0,0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.1063993831919815,0.5141094834232846,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.3640695948559002,0.6322105754216758,100.0,0.0,36,1.4285714285714286,0.0,0,0,0,0,0,0,0,0,0,0,0
0020_05,1,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0,4,301.5,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,15.170000000000002,0,1,1,6,2,0.0,0.0,1.0,0.0,0.0,0.5515034695451041,0.09128758673862761,0.1063993831919815,0.5141094834232846,0.5533538936006168,0.08388589051657672,0.4278072379081645,0.5037670422481338,0.3640695948559002,0.6322105754216758,1.0,0.0,36,0.14285714285714285,0.0,0,0,0,0,0,0,1,0,0,0,0
0020_06,1,0,0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0,4,301.5,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,9.170000000000002,0,0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.1063993831919815,0.5141094834232846,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.3640695948559002,0.6322105754216758,49.0,0.0,36,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0022_01,2,0,0,21.0,0,980.0,2.0,69.0,0.0,0.0,0.0,1,1,1051.0,1,5,139.0,0,1051.0,3,0,186061.19999999998,6.8885724595653635,1.0986122886681098,4.248495242049359,0.0,0.0,6.9584483932976555,1,0,0,0.0,1,1,0,7,4,0.0,0.0,0.0,0.0,1051.0,0.2069390902081727,0.70508866615266,0.05551272166538165,0.4858905165767155,0.5533538936006168,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4345004837131063,0.6322105754216758,441.0,1104601.0,1,10.5,47.77272727272727,0,0,0,0,0,0,0,0,0,0,0
0024_01,0,1,0,62.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0,6,2.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,1,1,0,8,0,0.0,0.0,62.0,0.0,0.0,0.2415574402467232,0.70508866615266,0.08496530454895913,0.5141094834232846,0.5533538936006168,0.13831919814957594,0.6581206146903298,0.47225089832192496,0.6777229009933895,0.6322105754216758,3844.0,0.0,1,31.0,0.0,0,0,0,0,0,0,0,0,1,0,0
0025_01,1,0,0,15.0,0,0.0,225.0,0.0,998.0,0.0,0.0,1,1,1223.0,1,1,6.0,1,1223.0,2,1,186870.8,0.0,5.420534999272286,0.0,6.906754778648554,0.0,7.1098794630722715,4,1,0,0.0,1,1,0,1,1,0.0,0.0,0.0,0.0,1223.0,0.5515034695451041,0.70508866615266,0.3393986121819584,0.5141094834232846,0.10994602929838088,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.4392551587098093,0.1088458404683895,225.0,1495729.0,1,7.5,76.4375,0,0,0,0,0,0,0,0,0,0,0
0026_01,0,0,2,34.0,0,22.0,6073.0,0.0,1438.0,328.0,0.0,1,1,7861.0,1,6,162.5,0,7861.0,4,2,6674544.2,3.1354942159291497,8.711772645605693,0.0,7.271703706887368,5.796057750765372,8.969796305981806,3,0,0,0.0,1,1,0,9,3,0.0,0.0,0.0,0.0,7861.0,0.2415574402467232,0.20362374710871242,0.08496530454895913,0.4858905165767155,0.12814186584425596,0.10100231303006939,0.6581206146903298,0.6094122851116,0.6777229009933895,0.5851385071382942,1156.0,61795321.0,1,17.0,224.6,0,0,0,0,0,0,0,0,0,0,0
0028_01,2,0,0,43.0,0,1125.0,0.0,136.0,48.0,0.0,0.0,1,1,1309.0,1,1,8.0,0,1309.0,3,0,235932.2,7.026426808699636,0.0,4.919980925828125,3.8918202981106265,0.0,7.177782416195197,0,0,0,0.0,1,1,0,3,4,0.0,0.0,0.0,0.0,1309.0,0.2069390902081727,0.70508866615266,0.3393986121819584,0.4858905165767155,0.5533538936006168,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4392551587098093,0.6322105754216758,1849.0,1713481.0,1,21.5,29.75,0,0,0,0,0,0,0,0,0,0,0
0030_01,1,0,0,32.0,0,0.0,850.0,81.0,437.0,453.0,0.0,1,1,1821.0,1,3,4.0,1,1821.0,4,2,115507.70000000001,0.0,6.7464121285733745,4.406719247264253,6.082218910376446,6.118097198041348,7.507690077819904,3,0,0,0.0,1,1,0,4,1,0.0,0.0,0.0,0.0,1821.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.5141094834232846,0.12814186584425596,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.5851385071382942,1024.0,3316041.0,1,16.0,55.18181818181818,0,0,0,0,0,0,0,0,0,0,0
0031_01,2,0,0,47.0,0,214.0,0.0,1411.0,0.0,1229.0,1.0,3,0,2854.0,1,1,9.0,0,951.3333333333334,3,3,479523.69999999995,5.3706380281276624,0.0,7.252762418053187,0.0,7.114769448366463,7.956827122090111,0,0,0,24.0,1,0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.2069390902081727,0.70508866615266,0.3393986121819584,0.4858905165767155,0.1056283731688512,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4392551587098093,0.511690928021182,2209.0,8145316.0,9,11.75,59.458333333333336,0,0,0,0,0,0,0,0,0,0,0
0031_02,2,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0.0,0,1,9.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,21.0,0,1,0,3,4,0.0,0.0,0.0,0.0,0.0,0.2069390902081727,0.70508866615266,0.3393986121819584,0.4858905165767155,0.5533538936006168,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4392551587098093,0.6322105754216758,4.0,0.0,9,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0
0031_03,2,0,0,20.0,0,0.0,0.0,1750.0,990.0,0.0,1.0,3,0,2740.0,1,1,9.0,0,913.3333333333334,2,3,635270.0,0.0,0.0,7.467942332285852,6.898714534329988,0.0,7.916078096302786,1,0,0,3.0,0,0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.2069390902081727,0.70508866615266,0.3393986121819584,0.4858905165767155,0.1056283731688512,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4392551587098093,0.511690928021182,400.0,7507600.0,9,5.0,130.47619047619048,0,0,0,0,0,0,1,0,0,0,0
0034_01,0,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0,5,1.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,1,1,0,10,3,0.0,0.0,28.0,0.0,0.0,0.2415574402467232,0.20362374710871242,0.05551272166538165,0.5141094834232846,0.5533538936006168,0.10100231303006939,0.6581206146903298,0.6094122851116,0.4345004837131063,0.6322105754216758,784.0,0.0,1,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0035_01,2,0,2,23.0,0,784.0,964.0,0.0,951.0,0.0,0.0,1,1,2699.0,1,5,1.0,0,2699.0,3,2,247858.2,6.665683717782408,6.872128101338986,0.0,6.858565034791365,0.0,7.90100705199242,1,0,0,0.0,1,1,0,7,5,0.0,0.0,0.0,0.0,2699.0,0.2069390902081727,0.20362374710871242,0.05551272166538165,0.4858905165767155,0.12814186584425596,0.02266769468003084,0.522914774478234,0.6094122851116,0.4345004837131063,0.5851385071382942,529.0,7284601.0,1,11.5,112.45833333333333,0,0,0,0,0,0,0,0,0,0,0
0036_01,1,0,2,15.0,0,0.0,492.0,48.0,20.0,401.0,0.0,1,1,961.0,1,1,8.0,1,961.0,4,2,55216.2,0.0,6.20050917404269,3.8918202981106265,3.044522437723423,5.996452088619021,6.8690144506657065,4,1,0,0.0,1,1,0,1,6,0.0,0.0,0.0,0.0,961.0,0.5515034695451041,0.20362374710871242,0.3393986121819584,0.5141094834232846,0.12814186584425596,0.07995373939861218,0.4278072379081645,0.6094122851116,0.4392551587098093,0.5851385071382942,225.0,923521.0,1,7.5,60.0625,0,0,0,0,0,1,0,0,0,0,0
0038_01,1,0,2,20.0,0,554.0,195.0,0.0,2606.0,0.0,0.0,1,1,3355.0,1,1,10.0,1,3355.0,3,1,1221243.0,6.318968113746434,5.278114659230517,0.0,7.865955413933502,0.0,8.118505067587098,1,0,0,0.0,1,1,0,1,6,0.0,0.0,0.0,0.0,3355.0,0.5515034695451041,0.20362374710871242,0.3393986121819584,0.5141094834232846,0.10994602929838088,0.07995373939861218,0.4278072379081645,0.6094122851116,0.4392551587098093,0.1088458404683895,400.0,11256025.0,1,10.0,159.76190476190476,0,0,0,0,0,0,0,0,0,0,0
0039_01,1,1,2,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,3,1.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,1,1,0,5,6,0.0,0.0,30.0,0.0,0.0,0.5515034695451041,0.20362374710871242,0.29151888974556667,0.4858905165767155,0.5533538936006168,0.07995373939861218,0.4278072379081645,0.6094122851116,0.5161682507014387,0.6322105754216758,900.0,0.0,1,15.0,0.0,0,0,0,0,0,0,0,0,1,0,0
0041_01,1,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0,3,2.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,1,0,5,1,0.0,0.0,17.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.4858905165767155,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.6322105754216758,289.0,0.0,1,8.5,0.0,0,0,0,0,0,0,0,0,0,0,0
0043_01,0,0,0,45.0,0,0.0,164.0,45.0,2511.0,855.0,0.0,1,1,3575.0,1,0,3.0,0,3575.0,4,1,1127235.5,0.0,5.10594547390058,3.828641396489095,7.828834527588089,6.752270376141742,8.182000136293405,0,0,0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,3575.0,0.2415574402467232,0.70508866615266,0.09406322282189669,0.4858905165767155,0.10994602929838088,0.13831919814957594,0.6581206146903298,0.47225089832192496,0.7259249835905833,0.1088458404683895,2025.0,12780625.0,1,22.5,77.71739130434783,0,0,0,0,0,0,0,0,0,0,0
0044_01,1,1,0,55.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0,3,3.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,28.33,1,0,0,5,1,0.0,0.0,55.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.4858905165767155,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.6322105754216758,3025.0,0.0,9,13.75,0.0,0,0,0,0,0,0,0,0,0,0,0
0044_02,1,1,2,4.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0.0,0,3,3.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,22.67,0,1,0,5,6,0.0,0.0,4.0,0.0,0.0,0.5515034695451041,0.20362374710871242,0.29151888974556667,0.4858905165767155,0.5533538936006168,0.07995373939861218,0.4278072379081645,0.6094122851116,0.5161682507014387,0.6322105754216758,16.0,0.0,9,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0
