PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,CabinNum,Side,Age_missing,RoomService_missing,FoodCourt_missing,ShoppingMall_missing,Spa_missing,VRDeck_missing
0064_01,Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,F,14,S,0,0,0,0,0,0
0064_02,Unknown,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,E,3,S,0,0,0,1,0,0
0066_01,Earth,False,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,False,G,6,P,0,0,0,0,0,0
0067_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,10,S,0,0,0,0,0,0
0067_02,Earth,False,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,True,G,10,S,0,0,0,0,0,0
0067_03,Earth,False,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,False,F,15,S,0,0,0,0,0,0
0068_01,Mars,False,TRAPPIST-1e,27.0,False,793.0,0.0,2.0,253.0,0.0,False,E,4,S,1,0,0,0,0,0
0069_01,Earth,False,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,True,F,16,S,0,0,0,0,0,0
0070_01,Earth,False,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,False,F,13,P,0,0,0,0,0,0
0071_01,Earth,False,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,False,F,14,P,0,0,0,0,0,0
0072_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,False,F,17,S,0,0,0,0,0,0
0073_01,Mars,False,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,False,D,3,P,0,0,0,0,0,0
0074_01,Europa,False,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,True,C,3,S,0,0,0,0,0,0
0076_01,Mars,False,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,True,F,18,S,0,0,0,0,0,0
0077_01,Mars,False,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,True,F,15,P,0,0,0,0,0,0
0078_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,False,C,4,S,0,0,0,0,0,0
0081_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,False,G,13,S,0,0,0,0,0,0
0082_01,Mars,False,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,False,F,16,P,0,0,0,0,0,0
0082_02,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,F,16,P,0,0,0,0,0,0
0082_03,Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,F,16,P,0,0,0,0,0,0
0084_01,Earth,False,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,True,G,14,S,0,0,0,0,0,0
0085_01,Europa,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,C,5,S,0,0,0,0,0,0
0086_01,Earth,False,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,False,F,17,P,0,0,0,0,0,0
0088_01,Mars,True,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,True,E,5,S,0,0,0,0,0,0
0090_01,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,G,15,S,0,0,0,0,0,0
0091_01,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,G,16,S,0,1,0,0,0,0
0091_02,Earth,False,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,False,F,20,S,0,0,0,0,0,0
0092_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,False,G,9,P,0,0,0,0,0,0
0092_02,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,9,P,0,0,0,1,0,0
0092_03,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,G,9,P,0,0,0,0,0,0
0097_01,Europa,False,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,False,A,2,S,0,0,0,0,0,0
0098_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,False,G,11,P,0,0,0,0,0,0
0098_02,Earth,False,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,True,G,11,P,0,0,0,0,0,0
0099_01,Earth,False,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,False,F,19,P,0,0,0,0,0,0
0099_02,Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,G,12,P,0,0,0,0,0,0
0101_01,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,Unknown,0,Unknown,0,0,0,0,0,0
0102_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,False,F,23,S,0,0,0,0,0,0
0103_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,17.0,True,F,24,S,0,0,1,0,0,0
0103_02,Earth,True,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,True,G,18,S,0,0,0,0,0,0
0103_03,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,G,18,S,0,0,0,0,0,0
0105_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,False,F,21,P,0,0,0,0,0,0
0107_01,Mars,False,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,False,D,2,S,0,0,0,0,0,0
0108_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,G,19,S,0,0,0,0,0,0
0108_02,Earth,False,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,False,G,19,S,0,0,0,0,0,0
0108_03,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,19,S,0,0,0,0,0,0
0110_01,Europa,False,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,False,Unknown,0,Unknown,0,0,0,0,0,0
0110_02,Europa,False,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,False,B,5,P,0,0,0,0,0,0
0110_03,Europa,False,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,True,B,5,P,0,0,0,0,0,0
0110_04,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,B,5,P,0,0,0,0,0,0
0111_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,E,6,S,0,0,0,0,0,0
0112_01,Europa,False,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,True,B,1,S,0,0,0,0,0,0
0113_01,Earth,False,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,True,F,23,P,0,0,0,0,0,0
0114_01,Earth,False,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,False,G,20,S,0,0,0,0,0,0
0115_01,Mars,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,F,24,P,0,0,0,0,0,1
0116_01,Europa,False,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,True,D,4,P,0,0,0,0,0,0
0119_01,Unknown,False,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,False,A,0,P,0,0,0,0,0,0
0119_02,Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,A,0,P,0,0,0,0,0,0
0120_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,F,25,P,0,0,0,0,0,1
0122_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,False,G,21,S,0,0,0,0,0,0
0123_01,Earth,False,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,False,F,27,P,0,0,0,0,0,0
0126_01,Mars,True,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,True,F,27,S,0,0,0,0,0,0
0127_01,Mars,False,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,False,E,7,S,0,0,0,0,0,0
0128_01,Mars,False,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,False,D,3,S,0,0,0,0,0,0
0128_02,Mars,False,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,False,E,8,S,0,0,0,0,0,0
0129_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,True,G,22,S,0,0,0,1,0,0
0133_01,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,F,29,S,0,0,0,0,0,0
0133_02,Mars,False,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,False,D,5,S,0,0,0,0,0,0
0134_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,True,G,17,P,0,0,0,0,0,0
0136_01,Earth,False,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,False,G,23,S,0,0,0,0,0,0
0138_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,G,18,P,0,0,0,0,0,0
0138_02,Earth,False,Unknown,34.0,False,0.0,22.0,0.0,564.0,207.0,False,E,5,P,0,0,0,0,0,0
0139_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,C,6,S,0,0,0,0,0,0
0140_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,G,19,P,0,0,0,0,0,0
0140_02,Earth,False,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,False,F,29,P,0,0,0,0,0,0
0141_01,Mars,False,TRAPPIST-1e,31.0,False,0.0,0.0,97.0,0.0,0.0,False,F,30,P,0,1,0,0,0,0
0144_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,True,F,31,S,0,0,0,0,0,0
0146_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,False,G,25,S,0,0,0,0,0,0
0147_01,Earth,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,G,26,S,0,0,0,0,0,0
0148_01,Mars,False,TRAPPIST-1e,42.0,False,1072.0,0.0,10.0,0.0,76.0,False,F,31,P,0,0,0,0,0,0
0149_01,Earth,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,G,27,S,1,0,0,0,0,0
0151_01,Earth,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,False,G,20,P,0,0,0,0,0,0
0152_01,Earth,False,Unknown,41.0,False,0.0,0.0,0.0,0.0,607.0,False,F,32,P,0,0,0,0,0,0
0160_01,Earth,False,TRAPPIST-1e,22.0,False,4119.0,0.0,0.0,0.0,61.0,False,G,22,P,0,0,0,0,0,0
0163_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,B,8,P,0,0,0,0,0,0
0163_02,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,B,8,P,0,0,0,0,0,0
0164_01,Earth,False,TRAPPIST-1e,57.0,False,50.0,1688.0,0.0,0.0,135.0,True,G,28,S,0,0,0,0,1,0
0164_02,Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,False,G,28,S,0,0,0,0,0,0
0165_01,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,F,37,P,0,0,0,0,0,0
0167_01,Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,F,35,S,0,0,0,0,0,0
0167_02,Mars,False,TRAPPIST-1e,27.0,False,1365.0,0.0,48.0,22.0,137.0,False,F,35,S,0,0,0,0,0,0
0169_01,Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,False,G,23,P,0,0,0,0,0,0
0170_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,221.0,567.0,False,E,10,S,0,0,0,0,0,0
0171_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,True,G,30,S,0,0,0,0,0,0
0172_01,Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,G,24,P,0,0,0,0,0,0
0173_01,Earth,False,TRAPPIST-1e,58.0,False,0.0,985.0,0.0,5.0,0.0,True,E,11,S,0,0,0,0,0,0
0174_01,Earth,False,55 Cancri e,21.0,False,287.0,0.0,16.0,115.0,175.0,False,F,38,P,0,0,0,0,0,0
0177_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,False,B,2,S,0,0,0,0,0,0
0178_01,Mars,False,TRAPPIST-1e,38.0,False,3414.0,0.0,161.0,28.0,119.0,False,D,6,S,0,0,0,0,0,0
0179_01,Earth,False,TRAPPIST-1e,19.0,False,1.0,219.0,673.0,2.0,11.0,True,G,26,P,0,0,0,0,0,0
0179_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,G,26,P,0,0,0,0,0,0
0179_03,Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,G,26,P,0,0,0,0,0,0
0181_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,3.0,299.0,92.0,False,G,27,P,0,0,0,0,0,0
0182_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,C,3,P,0,0,0,0,0,0
0183_01,Earth,False,TRAPPIST-1e,37.0,False,17.0,146.0,426.0,0.0,232.0,True,F,36,S,0,0,0,0,0,0
0186_01,Earth,False,TRAPPIST-1e,25.0,False,62.0,0.0,0.0,0.0,956.0,False,G,28,P,0,0,0,0,0,0
0188_01,Earth,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,True,G,31,S,0,0,0,0,0,0
0189_01,Earth,False,55 Cancri e,49.0,False,84.0,3.0,401.0,202.0,98.0,False,E,8,P,0,0,0,0,0,0
0190_01,Earth,True,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,G,32,S,0,0,0,0,0,0
0192_01,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,G,29,P,0,0,0,0,0,0
0192_02,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,G,29,P,0,0,0,0,0,0
0192_03,Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,10.0,898.0,0.0,False,G,29,P,0,0,0,0,0,0
0193_01,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,F,41,P,0,0,0,0,0,0
0193_02,Mars,False,TRAPPIST-1e,23.0,False,0.0,0.0,8.0,1072.0,0.0,False,F,41,P,0,1,0,0,0,0
0193_03,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,41,P,0,0,0,0,0,0
0195_01,Mars,False,TRAPPIST-1e,39.0,False,406.0,0.0,867.0,0.0,0.0,True,F,42,P,0,0,0,0,0,0
0196_01,Mars,False,PSO J318.5-22,25.0,False,1052.0,0.0,719.0,0.0,7.0,False,D,5,P,0,0,0,0,0,0
0197_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,972.0,0.0,795.0,575.0,False,C,5,P,0,0,0,0,0,0
0198_01,Earth,False,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,True,G,30,P,0,0,0,0,0,0
0199_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,G,33,S,0,0,0,0,0,0
0200_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,31,P,0,0,0,0,0,0
0201_01,Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,B,3,S,0,0,0,0,0,0
0201_02,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,B,3,S,0,0,0,0,0,0
0202_01,Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,B,9,P,0,0,0,0,0,0
0202_02,Europa,False,55 Cancri e,27.0,False,0.0,2433.0,0.0,878.0,443.0,True,A,2,P,1,0,0,1,0,0
0203_01,Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,True,C,8,S,0,0,0,0,0,0
0205_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,2.0,66.0,0.0,705.0,False,G,34,S,0,0,0,0,0,0
0206_01,Europa,False,55 Cancri e,27.0,False,2.0,1720.0,12.0,1125.0,122.0,True,C,9,S,1,0,0,0,0,0
0207_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,False,G,32,P,0,0,0,0,0,0
0210_01,Unknown,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,D,6,P,0,0,0,1,0,0
0211_01,Mars,False,TRAPPIST-1e,29.0,False,902.0,1.0,137.0,0.0,0.0,True,F,44,P,0,0,0,0,0,0
0211_02,Mars,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,F,44,P,0,0,0,0,0,0
0211_03,Mars,False,TRAPPIST-1e,17.0,False,848.0,0.0,307.0,182.0,0.0,False,F,44,P,0,0,0,0,0,0
0212_01,Earth,False,TRAPPIST-1e,13.0,False,192.0,0.0,0.0,51.0,739.0,False,E,9,P,0,0,0,0,0,0
0212_02,Earth,False,TRAPPIST-1e,35.0,False,147.0,188.0,0.0,10.0,387.0,False,F,45,P,0,0,0,0,0,0
0213_01,Earth,False,TRAPPIST-1e,21.0,False,367.0,281.0,0.0,0.0,146.0,False,F,46,P,0,0,0,0,0,0
0216_01,Earth,False,55 Cancri e,21.0,False,0.0,56.0,0.0,0.0,1918.0,False,F,40,S,0,0,0,0,0,0
0217_01,Earth,False,TRAPPIST-1e,38.0,False,1517.0,0.0,0.0,27.0,0.0,False,F,47,P,0,0,0,0,0,0
0219_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,G,36,P,0,0,0,0,0,0
0220_01,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,G,37,P,0,0,0,0,0,0
0220_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,37,P,0,0,0,0,0,0
0220_03,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,False,G,37,P,0,0,0,0,0,0
0220_04,Earth,False,TRAPPIST-1e,25.0,False,122.0,84.0,0.0,0.0,0.0,False,E,10,P,0,0,0,1,0,0
0220_05,Earth,False,TRAPPIST-1e,16.0,False,0.0,3.0,0.0,0.0,1099.0,False,F,48,P,0,0,0,0,0,0
0220_06,Earth,False,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,G,37,P,0,0,0,0,0,0
